vehicleId,duration_sec,distance_km,avg_speed,max_speed,speed_std,mean_accel,max_accel,accel_std,count_hard_brakes,harsh_accel_count,idling_time,stop_count,day_of_week,hour_of_day,safety_score
MAT788052N7J21458,2e-06,1.9564509648456792e-08,33.62336350729518,53.946874,14.9187139713429,-56276674.12787094,1036458305.5555552,368266658.7110719,23.0,20.0,5.5e-07,3.0,3.0,0.0,114.3946874
MAT788052N7P28531,1e-06,1.1049962916658651e-08,29.093015468125127,52.09765400000001,15.664132009812814,-6090937.441312012,658919222.2222222,356341010.5648585,26.0,28.0,1.6e-07,2.0,3.0,0.0,139.2097654
MAT788052N7P28533,1e-06,3.304540530920314e-09,9.699561825748775,24.763277,8.141796691891225,-29425572.4386996,570420916.6666666,239275288.60107535,14.0,21.0,5.5e-07,5.0,3.0,0.0,86.4763277
MAT788052N7P28546,1e-06,3.6517254391895133e-09,9.864472827114684,25.84374571428572,6.158348451707669,-1461406.3483156052,466753361.11111104,165808587.67243114,31.0,29.0,3e-07,6.0,3.0,0.0,153.58437457142858
MAT788052N7P28547,2e-06,2.8151622452651515e-09,10.445131785878976,32.821871,9.050759285694186,7238283.190402883,895811527.7777779,207881646.21815583,23.0,19.0,7.599999999999999e-07,6.0,3.0,0.0,110.2821871
MAT788052P7A00678,2e-06,7.730656089432018e-09,14.717903530983069,41.851559,12.94925260923082,-2472384.2800073894,592708277.7777778,225684525.77919057,41.0,39.0,8.699999999999999e-07,7.0,3.0,0.0,205.1851559
MAT788052P7B03903,0.0,2.0372032623456791e-10,7.393111244444445,37.721874,14.989857995263272,1466657.407407403,1031391083.3333333,655743415.9935936,3.0,4.0,4.1e-07,1.0,3.0,0.0,20.7721874
MAT788052P7B04213,1e-06,2.301385626984127e-09,4.989098780952381,23.914059,8.438934008249765,-16374560.554295804,664279416.6666666,254314347.79547003,6.0,3.0,4.3e-07,2.0,3.0,0.0,26.3914059
MAT788052P7C08230,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,3.0,0.0,0.0
MAT788052P7C08281,1e-06,5.662324562180335e-09,23.614172653968254,60.702342,20.340535822690416,-11384026.380366389,615180107.6388888,309936857.047545,13.0,19.0,5.900000000000001e-07,2.0,3.0,0.0,83.0702342
MAT788052P7C08566,2e-06,4.964234771717171e-09,13.053921273448774,26.492966000000003,7.185191272117631,-9624935.802123396,501323722.2222223,151394054.37683505,21.0,20.0,6.5e-07,3.0,3.0,0.0,105.6492966
MAT788052P7C08567,1e-06,6.9141021596450635e-09,21.640340797839507,51.61484299999999,18.61908197138457,134938528.41655084,1036730885.8024688,359624919.6844573,6.0,11.0,6.999999999999999e-08,1.0,3.0,0.0,45.1614843
MAT790002L2F02388,2e-06,4.289593588251878e-09,5.580655683984056,69.5976525,13.667232857661284,29192092.979254544,685872361.1111113,145896184.7477128,6.0,15.0,1.03e-06,1.0,3.0,0.0,54.959765250000004
MAT790002L2G02666,2e-06,3.1804451379969284e-09,3.7025182037815503,27.658591,7.515032312543965,868097.4764477243,543030687.8306879,112470022.0360944,20.0,23.0,1.7199999999999996e-06,6.0,3.0,0.0,108.7658591
MAT790002L2G02824,0.0,2.227536464947089e-09,12.646253486772489,30.196873,9.786721164883684,-52803727.73368606,139539907.4074075,171006733.4943371,4.0,4.0,1e-08,1.0,3.0,0.0,23.0196873
MAT790002L2G02854,2e-06,1.3011342592592591e-09,5.1839814814814815,35.44444444444444,9.730420781891375,-27777941.451552566,602777777.7777778,192291579.7949859,8.0,5.0,2.04e-06,4.0,3.0,0.0,37.544444444444444
MAT790002L2H03151,2e-06,9.923269718995512e-09,18.098423439321788,34.581247000000005,9.238102266306376,-17254896.2243901,620095444.4444445,218287641.62733185,22.0,27.0,5.499999999999999e-07,5.0,3.0,0.0,123.4581247
MAT790002L2H03152,2e-06,2.080378086419753e-09,14.450077160493828,41.9,15.196058390354734,17977741.851198647,803240740.7407408,302844065.3059161,13.0,14.0,1.79e-06,3.0,3.0,0.0,71.19
MAT790002L2K04894,1e-06,4.903924051543211e-09,12.18648779012346,34.825520000000004,11.5578453652311,-10791838.106060602,471006833.3333333,203823736.63494816,17.0,18.0,1.14e-06,4.0,3.0,0.0,90.482552
MAT790002L5P09511,2e-06,3.1284763290474183e-09,3.940987796419249,26.145311,7.329428578959374,-8320962.534263962,314250558.6419753,86755483.96149284,12.0,14.0,1.0599999999999996e-06,2.0,3.0,0.0,66.6145311
MAT790002LAK02458,0.0,0.0,19.74999888888889,19.74999888888889,,0.0,0.0,,0.0,0.0,0.0,0.0,3.0,0.0,1.974999888888889
MAT790002M1A01496,2e-06,1.7506884044332211e-09,1.635182972109151,45.984372,7.497537711112548,1455603.2865973162,809722194.4444445,111727175.91695093,8.0,10.0,2.13e-06,5.0,3.0,0.0,48.5984372
MAT790002M1N24069,1e-06,2.8255832244608783e-09,15.135914647830344,43.505857500000005,15.37534276045139,-7342574.466770889,723046805.5555556,343706708.72518057,12.0,14.0,2.1e-07,7.0,3.0,0.0,68.35058575
MAT790002M1N24070,2e-06,1.5502620503507296e-09,1.699600531622192,31.006249000000004,5.578970112562167,-4255508.580883064,471817132.7160496,76533295.10466643,8.0,6.0,2.01e-06,2.0,3.0,0.0,39.1006249
MAT790002M2B02000,2e-06,4.283286273952822e-09,12.686728806951796,33.273435,10.04052851446657,-10747094.77624571,498046833.33333325,162856740.6809969,25.0,23.0,1.4599999999999998e-06,7.0,3.0,0.0,124.3273435
MAT790002M2D04654,1e-06,2.995677036123136e-09,8.278543042736334,29.162498,9.68059793758223,-46928920.84823642,350911416.6666666,211058533.14632285,18.0,19.0,4.2e-07,8.0,3.0,0.0,94.9162498
MAT790002M2D04923,1e-06,3.474771801936027e-09,7.600606300558781,28.129685,9.0924618261957,-10271957.604412924,643663138.888889,185932393.79622468,27.0,27.0,8e-07,8.0,3.0,0.0,137.8129685
MAT790002M2D05481,0.0,5.699756899654279e-09,18.23437937729115,54.14062111111112,15.492668923897506,-63102727.20341287,879210055.5555557,377790183.6566645,19.0,20.0,1.8000000000000002e-07,3.0,3.0,0.0,102.41406211111111
MAT790002M2F07744,1e-06,3.535420068308081e-09,20.424738619318184,49.999997,17.914678810713376,55253054.21443661,832465222.2222223,272025414.4028912,12.0,12.0,1.2099999999999998e-06,2.0,3.0,0.0,64.9999997
MAT790002M2G08973,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,3.0,0.0,0.0
MAT790002M2N16891,1e-06,3.7013122088916483e-09,9.563866337287996,53.845309,13.597409652792152,-30189384.18637806,910120729.7979796,307692442.8040462,23.0,20.0,7.000000000000002e-07,5.0,3.0,0.0,114.3845309
MAT790002M2N16892,1e-06,3.5017427602553302e-09,9.150744151038689,25.224998,8.298206457018992,8198736.477021693,384711326.3888889,148481851.8505647,22.0,25.0,3.9e-07,4.0,3.0,0.0,118.5224998
MAT790002M2N16906,1e-06,5.236106630025453e-09,15.070817448284432,44.15312300000001,16.33837390918121,-38966905.38146506,416189208.3333335,213001300.2051337,23.0,17.0,3.400000000000001e-07,7.0,3.0,0.0,107.4153123
MAT790002M2N16916,2e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.35e-06,0.0,3.0,0.0,0.0
MAT790002M2N16920,2e-06,2.191539148148148e-09,2.396076950634161,19.573435,5.260782953298424,-7627010.286516255,439255755.0505049,106927693.0403909,21.0,18.0,1.7000000000000002e-06,9.0,3.0,0.0,100.9573435
MAT790002M2N17097,1e-06,3.0651569955937583e-09,10.214099114252416,35.74573545454546,11.633337997803917,-2896127.379001688,464105888.8888889,197332352.01919636,16.0,15.0,4e-07,5.0,3.0,0.0,81.57457354545454
MAT790002M2N17551,2e-06,6.93185705531706e-09,17.954877733445567,58.206248,17.976926777065643,-19575410.712315623,1099913138.888889,315242737.4514303,14.0,9.0,2.7e-07,4.0,3.0,0.0,65.8206248
MAT790002M2N17812,2e-06,3.9629818162808654e-09,5.861101900679457,42.66492666666667,9.838151427706965,-177661.9399718325,559516851.8518519,177407627.7793998,27.0,31.0,1.5399999999999994e-06,7.0,3.0,0.0,147.26649266666666
MAT790002M2N17813,1e-06,2.9979624114848116e-09,11.490250639155173,42.056247,13.37169177063504,-13663642.37501401,997525944.4444444,286174137.767781,20.0,19.0,6.000000000000001e-07,5.0,3.0,0.0,102.2056247
MAT790002M2N17814,0.0,3.771445191979317e-10,3.676964809783549,26.940622,7.365779666923706,-7224734.33862434,242751750.0,167098437.2652574,10.0,9.0,3.7e-07,3.0,3.0,0.0,50.6940622
MAT790002M2N17830,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6e-08,0.0,3.0,0.0,0.0
MAT790002M2N17857,2e-06,3.8207020651616905e-09,6.135963963528536,42.899998,11.208007404466448,-206019.41927781084,644610736.1111112,178836839.98170146,26.0,32.0,1.6400000000000002e-06,9.0,3.0,0.0,146.2899998
MAT790002M2N17858,2e-06,4.493896436019382e-09,4.049379314488122,40.00141727272728,9.453117835022862,-7113929.188371211,677879006.7340066,157711290.37758738,22.0,21.0,1.68e-06,6.0,3.0,0.0,112.00014172727273
MAT790002M2N17880,2e-06,5.6423348327691605e-09,9.061972515583,41.38281,8.943023584420425,-10635130.278576575,553906250.0,203162787.5292716,26.0,21.0,8.2e-07,10.0,3.0,0.0,124.138281
MAT790002M2N17881,2e-06,9.076519830726755e-09,13.03589692486724,60.87968600000001,17.27925920155768,1616095.259385704,1319618027.7777777,280097477.1970804,39.0,41.0,1.0999999999999996e-06,9.0,3.0,0.0,205.0879686
MAT790002M2N17936,2e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.35e-06,0.0,3.0,0.0,0.0
MAT790002M2N17938,2e-06,1.255546626893939e-09,1.8574806296884931,22.248436000000005,5.07752356652948,-695325.881189518,495095416.6666666,87861490.69018945,15.0,18.0,1.9500000000000004e-06,5.0,3.0,0.0,83.2248436
MAT790002M2P18258,1e-06,2.379798719172186e-09,8.709998063103564,38.781248,10.699552010577694,9345267.272645049,1077256888.8888888,247459886.15482777,24.0,18.0,1.0799999999999998e-06,7.0,3.0,0.0,111.8781248
MAT790002M2P18265,2e-06,4.604992160351531e-09,7.39033293594176,55.104685,13.817296634724777,-7509483.295198455,721093777.7777778,203628910.62568825,26.0,28.0,1.6399999999999995e-06,3.0,3.0,0.0,139.5104685
MAT790002M5A00513,1e-06,4.82168051402918e-09,6.149269047811448,40.367185,11.81348079328884,-21189369.977395643,208159694.44444445,123248200.58686551,5.0,6.0,3.9e-07,3.0,3.0,0.0,31.0367185
MAT790002M5A00515,1e-06,2.3358661575076163e-09,13.720352821461368,36.717186000000005,13.763792169933218,-121738373.22386852,127490229.16666669,263088594.7300469,5.0,5.0,6.4e-07,2.0,3.0,0.0,28.671718600000002
MAT790002M5B01726,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.8e-07,0.0,3.0,0.0,0.0
MAT790002M5F07671,1e-06,3.1072095629032234e-09,10.259902778358065,35.12187300000001,11.673787659053788,-33661006.42367236,426688686.8686869,217906527.23309916,22.0,18.0,4.3e-07,7.0,3.0,0.0,105.5121873
MAT790002M5G09240,1e-06,2.389431508343508e-10,2.7472312763178848,26.268748,5.79604380508003,565330.2474051293,623736456.7901233,187318007.1494251,9.0,8.0,9.5e-07,5.0,3.0,0.0,45.6268748
MAT790002M5G09244,2e-06,2.537088383838384e-12,0.0068160583446404,0.9133518181818182,0.07890157971746,0.0,25370883.83838384,3111177.3917632923,1.0,1.0,2.209999999999999e-06,0.0,3.0,0.0,5.091335181818182
MAT790002M5G09288,1e-06,2.401238803703704e-09,10.587687468390808,28.990624000000004,11.378162013459711,-31687492.80354862,612955648.1481482,214688379.0650456,11.0,9.0,1.0899999999999995e-06,4.0,3.0,0.0,53.8990624
MAT790002M5P19466,2e-06,8.747530941951565e-11,0.2186882735487892,20.22070125,1.821735500150058,0.0,517285118.0555555,55073437.45871732,4.0,4.0,2.32e-06,1.0,3.0,0.0,22.022070125
MAT790002MAB01146,0.0,3.489969323316498e-09,27.12497465217392,54.087498,17.83851664785772,-42479480.19323672,393652333.3333334,346690073.7254392,9.0,11.0,1.5e-07,1.0,3.0,0.0,54.4087498
MAT790002MAC03508,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1e-07,0.0,3.0,0.0,0.0
MAT790002N2D07092,1e-06,1.716320974242424e-09,6.96004163476874,21.01406,7.219530121785659,16997813.178077072,395225666.6666668,141958369.23621756,5.0,10.0,2.4e-07,1.0,3.0,0.0,37.101406
MAT790002N2H15394,1e-06,5.956389370518679e-09,13.33164406998557,44.04910428571429,11.554053916348872,-19974378.58316839,614149222.2222222,259834986.19354516,25.0,21.0,2.5000000000000004e-07,7.0,3.0,0.0,121.40491042857143
MAT790002N5N13825,1e-06,6.658581777063061e-09,23.55403631416564,56.235935000000005,17.97330245199657,-51977460.3169826,505352962.96296287,308172004.92189294,24.0,18.0,4.1e-07,6.0,3.0,0.0,113.6235935
MAT790002N5N13853,0.0,1.2820065578703703e-09,11.400359457839262,47.406247,17.52097303332533,-6774549.6340213725,928920662.037037,254781146.25897524,8.0,4.0,6.100000000000001e-07,1.0,3.0,0.0,36.7406247
MAT790002NAA00559,1e-06,1.4195773222222222e-09,11.326964166666668,52.15156,18.75803429346796,-33797500.0,616905347.2222222,242034304.62034464,9.0,3.0,1.5399999999999997e-06,2.0,3.0,0.0,38.215156
MAT790002NAD03702,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5e-08,0.0,3.0,0.0,0.0
MAT790002NAD03805,2e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.35e-06,0.0,3.0,0.0,0.0
MAT790002NAD04451,1e-06,5.082853143241944e-09,20.490369642605454,48.292185,14.546081609662435,-34516246.82782049,513440398.1481482,292423137.71846527,19.0,20.0,2.2e-07,3.0,3.0,0.0,101.8292185
MAT790002NAE06340,0.0,5.058506277777776e-10,5.773436833333332,23.684373,8.476459596631397,-18505252.006172847,253276888.88888887,149921631.60615858,6.0,4.0,5e-08,2.0,3.0,0.0,28.3684373
MAT790002NAJ09603,2e-06,9.289615069265304e-09,17.47072790973449,53.546871,15.836006672397316,-34486618.71649675,1166276023.148148,398522025.5255731,43.0,37.0,9.5e-07,11.0,3.0,0.0,208.3546871
MAT790005LAN02748,1e-06,4.045097227477229e-09,20.533184488765865,45.668747,15.08699176651718,17384111.009438086,871200287.878788,410732769.53062665,21.0,19.0,9.6e-07,4.0,3.0,0.0,105.5668747
MAT790005M1B05744,2e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3500000000000004e-06,0.0,3.0,0.0,0.0
MAT790005M1B05745,1e-06,3.0623055555555558e-12,0.0223572222222222,0.22743,0.06568740051142,64728.39506172839,6317499.999999999,1933461.3042584932,2.0,1.0,1.3699999999999998e-06,0.0,3.0,0.0,8.022743
MAT790005M1B05799,0.0,8.644375000000002e-13,0.0622395,0.3111975,0.1391717528855981,0.0,8644375.0,6112496.181619462,1.0,1.0,3.1000000000000005e-07,0.0,3.0,0.0,5.03111975
MAT790005M1G14970,2e-06,3.129326212121212e-11,0.0782331553030303,10.27656,0.8584368157369081,120402.4691358025,285460000.0,32511995.680595774,3.0,2.0,2.339999999999999e-06,1.0,3.0,0.0,14.027656
MAT790005M1G14989,2e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3500000000000004e-06,0.0,3.0,0.0,0.0
MAT790005M1H16219,1e-06,1.3758666666666666e-12,0.0086896842105263,0.495312,0.0656056770842601,0.0,13758666.666666666,2600143.597988144,1.0,1.0,1.12e-06,0.0,3.0,0.0,5.0495312
MAT790005M1H16234,2e-06,2.5191840392877183e-09,2.040182678760129,55.33906,8.957628688777403,-1373382.553968669,370963527.7777778,108619660.84464648,9.0,10.0,2.0400000000000004e-06,3.0,3.0,0.0,52.533906
MAT790005M1K20853,1e-06,2.0675089816919194e-09,22.27704629754062,44.934372,16.68110997806532,17870824.981479265,1233940944.4444444,471431637.0786023,12.0,9.0,1.66e-06,2.0,3.0,0.0,58.4934372
MAT790005M5K14393,1e-06,1.3835111513713525e-08,32.49202777088683,53.464059,16.649390750523082,-96245930.83980784,816279594.9074073,346710408.1577356,31.0,27.0,4e-08,4.0,3.0,0.0,152.3464059
MAT790005M5K14532,0.0,3.9617201553030296e-09,22.71267428138528,40.87656,13.725062302390906,-20908590.39301749,628602361.111111,350051072.46704113,10.0,10.0,1.1e-07,3.0,3.0,0.0,54.087656
MAT790005M5K14535,1e-06,8.608493648039614e-09,29.31916421477828,60.42613181818182,21.236155606389783,-37304917.63118728,574088555.5555557,402288763.6749024,15.0,13.0,8.7e-07,4.0,3.0,0.0,77.04261318181818
MAT790005N1A03125,1e-06,0.0,0.0006508333333333,0.0052066666666666,0.0018408346536889,-3615.7407407406954,0.0,10226.859187160864,1.0,0.0,1.25e-06,0.0,3.0,0.0,3.0005206666666666
MAT790005N1A03255,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7e-07,0.0,3.0,0.0,0.0
MAT790005N1B04812,1e-06,3.487255751554232e-09,16.176647359920636,47.265623000000005,15.654444704454404,-41723865.76694436,487543333.3333333,267856530.9768882,11.0,16.0,9.3e-07,2.0,3.0,0.0,69.7265623
MAT790005N5B02431,2e-06,4.62816622979798e-10,1.46315613946281,47.226559,7.354057392738632,12320354.34553872,1311848861.1111112,207691787.83002904,5.0,5.0,2.2699999999999994e-06,2.0,3.0,0.0,29.7226559
MAT790005N5B02438,2e-06,3.9913145213724546e-09,18.453739407614357,54.806248,18.84561033256722,-33718635.61502495,967274249.9999998,373312634.4421106,21.0,14.0,1.69e-06,6.0,3.0,0.0,96.4806248
MAT790005N5B02439,1e-06,4.939885892568543e-09,21.12296057434737,47.376561,14.009860265714291,-74614424.10333392,886067675.9259261,381619763.8057765,14.0,17.0,7.3e-07,2.0,3.0,0.0,80.7376561
MAT790005NAE05471,0.0,2.8046872222222216e-10,12.471874,20.193748,10.902694142819746,-181475677.77777776,16510411.111111108,328727201.0194856,1.0,1.0,1e-08,1.0,3.0,0.0,7.0193748
MAT790007N1H21969,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5e-08,0.0,3.0,0.0,0.0
MAT790007N1H23126,1e-06,4.784515835174162e-09,16.609945121329368,55.510935,13.955873346374338,-9356149.998482252,909963271.604938,350641662.47774667,16.0,20.0,7.000000000000001e-07,3.0,3.0,0.0,93.55109350000001
MAT790007P5C03688,1e-06,6.046015284325398e-09,31.830066167953664,59.314060000000005,22.97432539113673,30810658.82562724,1135894027.777778,352709478.2045924,13.0,22.0,9.6e-07,4.0,3.0,0.0,88.931406
MAT790008M1D11247,1e-06,3.6641701193422317e-09,9.891567988624852,30.985934000000004,7.546682538824939,-3734133.811210293,261284722.22222224,122956312.37679198,23.0,21.0,1.7e-07,6.0,3.0,0.0,114.0985934
MAT790008M2E05886,2e-06,4.478239478114478e-11,0.1211331765018607,7.068180909090909,0.8983944803464119,1375.9945923685998,181897070.70707068,25214843.305637754,2.0,3.0,2.330000000000001e-06,1.0,3.0,0.0,12.70681809090909
MAT790008M2E05888,2e-06,3.644889550890853e-09,5.049251415674603,35.221873,9.587886091039744,1394652.9008671355,546527722.2222221,114304512.84408128,22.0,24.0,1.67e-06,5.0,3.0,0.0,117.5221873
MAT790008M2E05889,2e-06,5.5268499106481485e-09,8.3327241006216,50.478124,14.546530625341113,-6858879.359837697,1227657135.802469,192571028.6395698,20.0,23.0,1.6999999999999996e-06,3.0,3.0,0.0,111.0478124
MAT790008M2E05941,2e-06,4.2933315162758545e-09,6.357490116978981,48.67031000000001,11.972904446740635,6002259.116332601,852039861.1111112,222841273.32906377,33.0,33.0,1.5900000000000002e-06,10.0,3.0,0.0,169.867031
MAT790008M2E05942,2e-06,3.252253562303591e-09,12.686092497715247,49.423435,15.879942135053428,42728676.56238411,877020589.5061731,211565381.44579333,14.0,18.0,1.43e-06,5.0,3.0,0.0,82.94234349999999
MAT790008M2E05950,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.699999999999998e-07,0.0,3.0,0.0,0.0
MAT790008M2E06003,2e-06,3.356150426950056e-09,4.662952151334777,40.864059000000005,9.376248222913825,3106443.6103094434,1088632320.7070708,151329340.1044694,19.0,24.0,1.6599999999999998e-06,3.0,3.0,0.0,109.0864059
MAT790008M2E06056,1e-06,2.2912174765432104e-09,6.327076421397069,20.51215111111111,7.761397669488352,-4011135.537241407,225629305.5555556,121524499.495261,17.0,18.0,6.8e-07,4.0,3.0,0.0,89.0512151111111
MAT790009P7F12221,2e-06,4.947229436356116e-10,5.661910399577029,24.497782250000025,8.987494011072785,-29072883.99237091,188297472.2222221,185612448.99220183,6.0,8.0,2.1800000000000003e-06,3.0,3.0,0.0,36.449778225
MAT790009P7F12892,2e-06,3.169195460775082e-09,7.5446972954487475,44.81288891666668,11.475640130587765,-20742088.801781543,610721186.1236236,211298078.2943677,19.0,19.0,8.7e-07,4.0,3.0,0.0,99.48128889166667
MAT790013N2D08248,1e-06,1.4013684477623458e-08,34.10364653578155,54.71562200000001,13.70918535249914,-12940908.522311166,1203819437.5000002,336354275.9894959,30.0,27.0,3.0000000000000004e-08,1.0,3.0,0.0,149.4715622
MAT790013N2D08249,0.0,2.767014150989597e-09,19.3923451208766,53.27812300000001,16.401273894688924,18152573.23924673,823958361.1111112,385990819.8813528,11.0,9.0,3e-07,1.0,3.0,0.0,56.327812300000005
MAT790013N2D08258,2e-06,1.3756878293650794e-10,2.1656989365079364,14.254685,4.621994096587068,-2623620.2382515897,340345932.53968257,169174471.37772313,3.0,2.0,1.83e-06,1.0,3.0,0.0,14.425468500000001
MAT790013N2D08445,2e-06,3.3167648608585847e-09,6.902353700626958,20.537497,7.989315891791225,108745.37394677564,320632060.6060606,132196839.40066364,7.0,9.0,1.5099999999999995e-06,2.0,3.0,0.0,41.0537497
MAT790013N2D08485,2e-06,4.622288338131314e-09,26.56317620589827,51.88906000000001,18.43616672589859,69730253.62090649,984209270.20202,385945741.5637136,11.0,12.0,1.82e-06,1.0,3.0,0.0,62.188906
MAT790016P7E11033,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7e-07,0.0,3.0,0.0,0.0
MAT790016P7F11439,1e-06,4.622727174016696e-09,10.308411629448958,20.81041241666668,6.411292937406697,-32264033.488893565,314711675.92592627,156465785.50754556,13.0,12.0,1.8e-07,2.0,3.0,0.0,65.08104124166667
MAT790018P7F13036,2e-06,2.6447194269889134e-09,18.63912460183173,52.64482008264465,15.369573350344384,-98085539.9534545,1283376698.8304093,445984243.6097887,17.0,6.0,1.69e-06,3.0,3.0,0.0,68.26448200826447
MAT790018P7G14024,1e-06,4.5688565060016875e-09,12.277190175067908,35.66340850000004,11.027675981561504,-11535199.70706705,340105918.981482,182214066.75929067,29.0,29.0,1.9e-07,7.0,3.0,0.0,148.56634085000002
MAT790019P7H15896,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.9e-07,0.0,3.0,0.0,0.0
MAT790022P7G14455,1e-06,2.941801620370371e-12,0.2670932748655915,1.0590485833333336,0.5279885032042763,-64753.58422939107,29159001.86678615,23914084.37944698,1.0,1.0,1.01e-06,1.0,3.0,0.0,5.105904858333333
MAT790202L2H03118,2e-06,3.2196969696969693e-12,0.0102813852813852,0.25,0.0471422761283148,36075.03607503611,6944444.444444445,1367100.9665094158,2.0,2.0,2.3499999999999995e-06,0.0,3.0,0.0,10.025
MAT790202L2H03821,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9e-07,0.0,3.0,0.0,0.0
MAT790202L2H03822,1e-06,1.918639351950056e-09,3.495660036706349,33.158589,8.936457987066595,-9218354.15166516,101822888.88888876,63860813.98860879,7.0,9.0,8.5e-07,3.0,3.0,0.0,42.3158589
MAT790202L2K05061,2e-06,1.9767533146324355e-09,2.438318148944805,31.782027000000006,7.423605624756917,-2949620.6612253496,478038111.1111112,82632456.63076669,9.0,8.0,2.01e-06,2.0,3.0,0.0,46.1782027
MAT790202M2J14349,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2e-08,0.0,3.0,0.0,0.0
MAT790202M2J14361,2e-06,3.5417785237654318e-09,19.226064130997475,51.906247777777786,21.839087784229854,-11457690.854840958,1132740151.5151515,298730643.8510282,8.0,9.0,1.6999999999999998e-06,1.0,3.0,0.0,47.19062477777778
MAT790202M2J14363,2e-06,5.269244062724466e-09,4.388491148503383,42.522653000000005,10.392889624732817,-12037878.497941967,512389444.4444445,167820047.78082672,18.0,20.0,1.509999999999999e-06,9.0,3.0,0.0,98.2522653
MAT790203L7G04885,2e-06,4.074240864927049e-09,4.455382731337768,54.08281,11.698585532284772,404117.9582148761,880391714.6464648,171586122.16392156,14.0,17.0,1.82e-06,4.0,3.0,0.0,81.408281
MAT790203L7G04993,0.0,9.208180435395623e-10,8.746807193381182,19.686076363636367,6.44316986971896,34643769.324273445,539930444.4444445,197094056.18392387,8.0,10.0,1.2e-07,3.0,3.0,0.0,45.968607636363636
MAT790203L7G04999,0.0,3.948993288089225e-09,24.474908397253788,50.45078,19.91628107916648,-17027022.34059344,959346018.5185184,421911983.738202,14.0,14.0,5.900000000000001e-07,5.0,3.0,0.0,75.045078
MAT790203L7P10844,1e-06,1.9808518518518517e-11,0.5608872619047619,2.4999975,1.0068027221701117,-1984125.0,7923407.407407406,6963049.553940274,2.0,1.0,1.02e-06,2.0,3.0,0.0,8.24999975
MAT790203M7A00331,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1e-07,0.0,3.0,0.0,0.0
MAT790203M7C05643,2e-06,9.017797956172841e-09,11.720832805827506,50.7258490909091,17.618530113749962,6290464.991798331,1289387966.0493827,259340630.93986925,24.0,28.0,1.3099999999999995e-06,4.0,3.0,0.0,133.07258490909092
MAT790203M7C07169,2e-06,4.047541857279141e-09,6.976682423029467,44.180466,11.484195243175131,12149408.112259371,681760934.3434343,184389675.1569889,29.0,27.0,1.6499999999999994e-06,8.0,3.0,0.0,145.4180466
MAT790203M7D08874,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.1e-07,0.0,3.0,0.0,0.0
MAT790203M7D08876,0.0,3.929451180555555e-10,1.9428473214285715,12.99316125,4.877974632651109,-48685237.54699248,36092114.583333336,138600033.88088256,2.0,2.0,2.7e-07,1.0,3.0,0.0,11.299316125
MAT790203M7D09599,2e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.35e-06,0.0,3.0,0.0,0.0
MAT790203M7D09634,2e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.35e-06,0.0,3.0,0.0,0.0
MAT790203M7D09737,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6e-08,0.0,3.0,0.0,0.0
MAT790203M7D09928,2e-06,1.6185595116161615e-09,1.194432399113082,47.01328,6.46019800674303,1114241.9387814456,228689277.777778,37685378.36155053,3.0,5.0,1.93e-06,1.0,3.0,0.0,23.701328
MAT790203M7F10986,1e-06,1.2975141921346401e-09,7.679256599251443,30.651274545454545,8.368928430207013,5237126.724500944,323877678.57142854,170844749.6628755,8.0,9.0,6.7e-07,3.0,3.0,0.0,45.065127454545454
MAT790203M7F11029,1e-06,4.559275102076319e-09,26.089653169580416,59.81163111111111,20.707695784422743,19145955.929801933,839192722.2222223,436417824.2346215,15.0,22.0,3.8e-07,3.0,3.0,0.0,94.98116311111112
